game_id,game_type,game_name,game_releasedate,game_developer,game_publisher,game_price,game_discountedprice,game_discountpercent
626500,app,30th Century Post Office,"Apr 27, 2017",Toxodon Games,Toxodon Games,9.99,9.99,0
626510,app,LoveKami -Useless Goddess-,"May 29, 2017",MoeNovel,MoeNovel,12.99,12.99,0
626520,app,Fate/EXTELLA - Gorgon Variant,"Jul 25, 2017",Marvelous Inc.,XSEED Games,1.99,1.99,0
626521,app,Fate/EXTELLA - Mysterious Heroine Outfit,"Jul 25, 2017",Marvelous Inc.,XSEED GamesMarvelous USA,1.99,1.99,0
626522,app,Fate/EXTELLA - Original Mythic Outfit,"Jul 25, 2017",Marvelous Inc.,XSEED GamesMarvelous USA,1.99,1.99,0
626523,app,Fate/EXTELLA - April Magical,"Jul 25, 2017",Marvelous Inc.,XSEED GamesMarvelous USA,1.99,1.99,0
626530,app,Fate/EXTELLA - Deep Crimson Dress,"Jul 25, 2017",Marvelous Inc.,XSEED GamesMarvelous USA,1.99,1.99,0
626531,app,Fate/EXTELLA - Spring Casual,"Jul 25, 2017",Marvelous Inc.,XSEED GamesMarvelous USA,1.99,1.99,0
626532,app,Fate/EXTELLA - Altera Next Door,"Jul 25, 2017",Marvelous Inc.,XSEED GamesMarvelous USA,1.99,1.99,0
626533,app,Fate/EXTELLA - Cheerleader,"Jul 25, 2017",Marvelous Inc.,XSEED GamesMarvelous USA,1.99,1.99,0
626534,app,Fate/EXTELLA - Mecha Lady Medusa,"Jul 25, 2017",Marvelous Inc.,XSEED GamesMarvelous USA,1.99,1.99,0
626535,app,Fate/EXTELLA - Summer Memory,"Jul 25, 2017",Marvelous Inc.,XSEED GamesMarvelous USA,1.99,1.99,0
626536,app,Fate/EXTELLA - Girl from Orléans,"Jul 25, 2017",Marvelous Inc.,XSEED GamesMarvelous USA,1.99,1.99,0
626540,app,Fate/EXTELLA - Slash and Connect,"Jul 25, 2017",Marvelous Inc.,XSEED GamesMarvelous USA,1.99,1.99,0
626541,app,Fate/EXTELLA - Mr. Li's Ruffian Get-Up,"Jul 25, 2017",Marvelous Inc.,XSEED GamesMarvelous USA,1.99,1.99,0
626542,app,Fate/EXTELLA - British Waiter,"Jul 25, 2017",Marvelous Inc.,XSEED GamesMarvelous USA,1.99,1.99,0
626543,app,Fate/EXTELLA - Young Lancer,"Jul 25, 2017",Marvelous Inc.,XSEED GamesMarvelous USA,1.99,1.99,0
626544,app,Fate/EXTELLA - Flower Co-ordinator,"Jul 25, 2017",Marvelous Inc.,XSEED GamesMarvelous USA,1.99,1.99,0
626545,app,Fate/EXTELLA - Black Bushin Super Skeleton,"Jul 25, 2017",Marvelous Inc.,XSEED Games,1.99,1.99,0
626547,app,Fate/EXTELLA - Formal King,"Jul 25, 2017",Marvelous Inc.,XSEED GamesMarvelous USA,1.99,1.99,0
626548,app,Fate/EXTELLA - Immoral Biker Jacket,"Jul 25, 2017",Marvelous Inc.,XSEED GamesMarvelous USA,1.99,1.99,0
626560,app,Fate/EXTELLA - Stay night Model (Nameless),"Jul 25, 2017",Marvelous Inc.,XSEED GamesMarvelous USA,0.99,0.99,0
626561,app,Fate/EXTELLA - Stay night Model (Artoria),"Jul 25, 2017",Marvelous Inc.,XSEED GamesMarvelous USA,0.99,0.99,0
626562,app,Fate/EXTELLA - Stay night Model (Gilgamesh),"Jul 25, 2017",Marvelous Inc.,XSEED GamesMarvelous USA,0.99,0.99,0
626570,app,Microcosm,"Apr 17, 2017",paulstraw,paulstraw,4.99,4.99,0
626610,app,TT Isle of Man,"Mar 27, 2018",KT Racing,Bigben Interactive,39.99,39.99,0
626640,app,Lost Lands: The Wanderer,"May 3, 2017",FIVE-BN GAMES,FIVE-BN GAMES,41.94,29.9,28.71
626650,app,Rytmik Ultimate – Rytmik Player,"Apr 21, 2017","CINEMAX, s.r.o.",CINEMAX s.r.o.,0,0,0
626660,app,Flipping Death,"Aug 6, 2018",Zoink Games,Zoink Games,19.99,19.99,0
626680,app,Kreedz Climbing,"Jun 15, 2017",ObsessionSoft,ObsessionSoft,0,0,0
626690,app,Sword Art Online: Fatal Bullet,"Feb 23, 2018",DIMPS,BANDAI NAMCO Entertainment,39.99,39.99,0
626700,app,Clark | HOOVA VR,"Jan 25, 2018",The Mill,The Mill,0,0,0
626730,app,The Incredible VR Game Show,"Apr 12, 2018",Tantawowa,Tantawowa,9.99,9.99,0
626760,app,VRtender,"May 2, 2017",Further Beyond Studios,Further Beyond Studios,0.99,0.99,0
626780,app,Botanica: Into the Unknown Collector's Edition,"Apr 26, 2017",Boomzap Entertainment,Big Fish Games,0,0,0
626830,app,Fantasy Grounds - Of Drow Origin (5E),"May 18, 2017","SmiteWorks USA, LLC",nan,4.99,4.99,0
626840,app,Shadow Wolf Mysteries: Curse of the Full Moon Collector's Edition,"Apr 28, 2017",ERS G studios,Big Fish Games,9.99,9.99,0
626900,app,My Name is You - OST,"Apr 24, 2017",Nikita Kaf,Nikita Kaf,0,0,0
627030,app,Fantasy Grounds - Pathfinder RPG - Rise of the Runelords Adventure Path Anniversary Edition (PFRPG),"May 2, 2017","SmiteWorks USA, LLC",nan,59.99,59.99,0
627070,app,inVokeR,"Jul 20, 2017","8th Shore, Inc.",8th Shore Inc.,14.99,14.99,0
627220,app,Food Truck VR,"Jul 11, 2018","Gambit Games Studio, LLC",Gambit Games Studio LLC,11.99,11.99,0
627270,app,Injustice™ 2,"Nov 30, 2017","NetherRealm Studios,QLOC",WB Games,49.99,49.99,0
627310,app,Narcissu 10th Anniversary Soundtrack,"May 1, 2017",stage-a,nan,9.99,9.99,0
627320,app,Alien Covet In Utero,"May 10, 2017","FoxNext VR Studio,MPC VR",nan,0,0,0
627370,app,Forts - Soundtrack,"Apr 19, 2017",EarthWork Games,nan,9.99,9.99,0
627380,app,The Family Skeleton,Dec-17,pixelful,pixelful,0,0,0
627390,app,DLC - WRC 7 Porsche Car,"Sep 15, 2017",KT Racing,Bigben Interactive,4.99,4.99,0
627410,app,BlackEye,"Aug 9, 2017",Dnovel,Dnovel,1.99,1.99,0
627420,app,Sorgina: A Tale of Witches,"May 30, 2017",Binary Soul,Binary Soul,9.99,9.99,0
627430,app,Redout - V.E.R.T.E.X. Pack,"Jun 9, 2017",34BigThings srl,nan,4.99,4.99,0
627440,app,Redout - Mars Pack,"Jul 7, 2017",34BigThings srl,nan,6.99,6.99,0
627450,app,RUGBY 18,"Oct 27, 2017",Eko Software,Bigben Interactive,39.99,39.99,0
627470,app,Sandra and Woo in the Cursed Adventure - Game Guide,"May 5, 2017",Feline Fuelled Games,Feline Fuelled Games,0,0,0
627500,app,Sandra and Woo in the Cursed Adventure - Poser Pack Upgrade,"May 5, 2017",Feline Fuelled Games,Feline Fuelled Games,3.99,3.99,0
627510,app,Dead by Daylight - Charity Case,"Aug 10, 2017",Behaviour Digital Inc.,Behaviour Digital Inc.,4.99,4.99,0
627530,app,Strata inStudio VR,"May 3, 2017","Strata Mixed Reality, Inc.",Strata Mixed Reality Inc.,0,0,0
627570,app,VentureVerse: Legend of Ulora,"Aug 23, 2018",Final Floor Studios,Final Floor Studios,12.99,12.99,0
627620,app,Intelligent Design: An Evolutionary Sandbox,"May 12, 2017",Pill Bug Interactive,Pill Bug Interactive,6.99,6.99,0
627670,app,Rocket Wars,"Jun 15, 2017",Archon Interactive,Rooftop Panda,7.99,7.99,0
627690,app,Idle Champions of the Forgotten Realms,"Sep 7, 2017",Codename Entertainment Inc.,Codename Entertainment Inc.,0,0,0
627820,app,England Exchange,"May 5, 2017",Hanabira,Hanako Games,116.91,77.16,34
627890,app,Reventa,"Aug 14, 2018",Studio Nihilominus,Studio Nihilominus,3.99,3.99,0
627910,app,Bubsy: The Woolies Strike Back,"Oct 31, 2017",Black Forest Games,Accolade,19.99,19.98,0.05
627950,app,1914: Prelude to Chaos,"May 8, 2017",Amaterasu Software,Amaterasu Software,0.99,0.99,0
627980,app,DOA5LR Rodeo Time Costume Set,"May 15, 2017","Team NINJA,KOEI TECMO GAMES CO., LTD.",KOEI TECMO GAMES CO. LTD.,19.99,19.99,0
628240,app,Heart's Medicine - Hospital Heat - Soundtrack,"May 23, 2017",Blue Giraffe,GameHouse,2.99,2.99,0
628260,app,Endless Winter - Map Editor,"Jul 16, 2018",DarkSun Studio,Gamera Game,0,0,0
628280,app,ZHEROS - The forgotten land,"Apr 25, 2017",Rimlight Studios,Rimlight Studios,4.99,4.99,0
628290,app,All Walls Must Fall - A Tech-Noir Tactics Game,"Feb 23, 2018",inbetweengames,inbetweengames,9.99,9.99,0
628310,app,Fantasy Grounds - No Legged Fiends (Token Pack),"Apr 24, 2017","SmiteWorks USA, LLC",nan,0,0,0
628340,app,1 vs 1 : Global Operations,"Apr 27, 2017",Blaiz Entertainment,Blaiz Entertainment,3.99,3.99,0
628350,app,Lazaretto,"May 19, 2017",Iron Monkey,nan,6.99,6.99,0
628440,app,Multiplayer FPS Demo,"Jul 6, 2017",Vitor Pêgas,Oryzhon Studios,0,0,0
628450,app,Magnificent Ships: Volume 2,"May 18, 2017",VROOM,VROOM,19.98,14.43,27.78
628460,app,Lily of the Valley,"May 5, 2017",ebi-hime,ebi-hime,2.99,2.99,0
628520,app,Rozkol,"Jun 29, 2016",Nuostak,LEVER SoftwareEnjoy Games,3.99,3.99,0
628530,app,Blobby Tennis,"May 12, 2017",SlinDev,SlinDev,0,0,0
628560,app,Bebop and Tempo,"Jun 19, 2017",Brandon Dominguez,Brandon Dominguez,4.99,4.99,0
628570,app,Trivia Night,"Jun 24, 2017",Timberwolf Studios,Timberwolf Studios,4.99,4.99,0
628580,app,Miniballist,"Mar 13, 2018",Timberwolf Studios,Timberwolf Studios,0.99,0.99,0
628600,app,Don't Get Hit In The Face - Sountrack,"Apr 25, 2017","DracoSoftware, LLC",nan,3.99,3.99,0
628650,app,A New World: Kingdoms,"Oct 5, 2017",Red Phoenix Studios,Red Phoenix Studios,4.99,4.99,0
628700,app,The Flaws of Gravity,"May 5, 2017",Absorbed Studios,Absorbed Studios,0,0,0
628710,app,Hell Warders,"Feb 21, 2019",Anti Gravity Game Studios,PQube Limited,14.99,14.99,0
628730,app,Adolescent Santa Claus,"Jul 20, 2018","TALESSHOP Co., Ltd.",TALESSHOP Co. Ltd.,0,0,0
628750,app,aMAZE 2,"Apr 21, 2017",Blender Games,Blender Games,48.55,37.41,22.95
628760,app,The Adventurer - Episode 1: Beginning of the End,"Jul 31, 2017",ZemunBRE,ZemunBRE,0.99,0.99,0
628770,app,Tangledeep,"Feb 1, 2018",Impact Gameworks,Impact Gameworks,14.99,14.99,0
628790,app,Rocketbirds 2: Mind Control DLC,"May 31, 2017",Ratloop Asia,Reverb Triple XP,2.99,2.99,0
628800,app,Super Hydorah,"Sep 20, 2017","Locomalito,Gryzor87,Abylight",Abylight Studios,19.99,19.99,0
628820,app,ALaLa: Wake Mi Up!,"May 16, 2017",Fevolution Innovation Inc.,Fevolution Innovation Inc.,10.99,10.78,1.91
628840,app,Fighter of Evil,"May 3, 2017",SharkGame,Rhino Games,1.99,1.99,0
628850,app,Spiny Adventures,"Jul 6, 2017",Czje,SIFAKA DIGITAL,0.99,0.99,0
628860,app,Escape Together,"Jun 21, 2017",nan,nan,0.99,0.99,0
628880,app,Battle Commanders,Postponed until TFM release,Gathering Tree,nan,0,0,0
628900,app,Terra Mystica,"Jun 8, 2017",DIGIDICED,DIGIDICED,14.99,14.99,0
628920,app,Tomboys Need Love Too!,"May 12, 2017",Zetsubou,Zetsubou,9.99,9.99,0
628940,app,LIZ: Before the Plague,Halloween 2019,Twin Wolves Studio,Twin Wolves Studio,0,0,0
628950,app,Nephise Begins,"Apr 24, 2017",Tonguç Bodur,Tonguç Bodur,1.99,1.99,0
628960,app,Journey to Alien Worlds,"Apr 27, 2017",Ideographer,Ideographer,3.99,3.99,0
628970,app,Fog Of War Original Soundtrack,"May 9, 2017",Filip Oleyka,Monkeys LabNeokosmos Technologies Ltd.,1.99,1.99,0
628980,app,Fantasy Grounds - Winged Fiends (Token Pack),"Apr 24, 2017","SmiteWorks USA, LLC",nan,4.99,4.99,0
629000,app,Lydia,"Jun 2, 2017",Platonic Partnership Ltd,Platonic Partnership Ltd,4.99,4.99,0
629020,app,Legal Action Pending DLC - Digital Edition,"Oct 11, 2017",Deep Silver Volition,Deep Silver,1.99,1.99,0
629021,app,Legal Action Pending DLC - Retail Edition,"Oct 11, 2017",Deep Silver Volition,Deep Silver,1.99,1.99,0
629040,app,Skytropolis,"Nov 2, 2017",Mythical City Games,LNG Studios,24.99,24.99,0
629080,app,Beyond: Light Advent Collector's Edition,"May 5, 2017",Mad Head Games,Big Fish Games,9.99,9.99,0
629100,app,"Cadenza: Music, Betrayal and Death Collector's Edition","May 3, 2017",Mad Head Games,Big Fish Games,9.99,9.99,0
629110,app,Dark Parables: Ballad of Rapunzel Collector's Edition,"May 1, 2017",Blue Tea Games,Big Fish Games,9.99,9.99,0
629150,app,Making of Furi,"May 11, 2017",The Game Bakers,nan,0,0,0
629180,app,HomeGrove,"Oct 1, 2019",Blake Fix,Blake Fix,0,0,0
629220,app,Rise of Insanity,"Mar 1, 2018",Red Limb Studio,Red Limb Studio,9.99,9.99,0
629240,app,Toilet Run,"Sep 27, 2018",Synaptic Response,Synaptic Response,2.99,2.99,0
629270,app,Shiny Ninjas,Spring 2018,Nifty Productions,Nifty Productions,0,0,0
629310,app,Darkarta: A Broken Heart's Quest CE - Music Pack,"May 1, 2017",Tuttifrutti Interactive,Tuttifrutti Interactive,7.99,7.99,0
629330,app,Fight Songs: The Music Of Team Fortress 2,"May 4, 2017",Valve,Valve,12.99,12.99,0
629340,app,Possession,"Jul 19, 2019",Weirdfellows,Weirdfellows,0,0,0
629370,app,Runic Rampage - Soundtrack,"May 17, 2017","Electrocosmos,Syndrone",nan,3.99,3.99,0
629380,app,Cosmic Pioneer,"Jun 7, 2017",Amaterasu Software,Amaterasu Software,0.99,0.99,0
629410,app,VectorWave,"Nov 16, 2017",Fizzure Entertainment,Fizzure Entertainment,0,0,0
629420,app,Super Perspective,"Sep 14, 2017",The Dashing Crate,The Dashing Crate,0,0,0
629430,app,The Last Birdling,"Aug 31, 2017",InvertMouse,InvertMouse,5.99,5.99,0
629440,app,Graze Counter,"Jul 28, 2017",Bikkuri Software,Henteko Doujin,9.99,9.99,0
629520,app,Soundpad,"Nov 9, 2016",Leppsoft,Leppsoft,0,0,0
629540,app,Alien Arena: Warriors Of Mars,"Nov 3, 2017","COR Entertainment, LLC",COR Entertainment LLC,1.99,1.99,0
629610,app,The Legacy Games Demo,"Oct 28, 2017",Red Rock Softworks,Red Rock Softworks,0,0,0
629620,app,Ruin of the Reckless - Soundtrack,"Apr 26, 2017",Faux-Operative Games,nan,4.99,4.99,0
629630,app,Ruin of the Reckless - Collectors Edition Art Pack,"Apr 26, 2017",Faux-Operative Games,nan,2.99,2.99,0
629650,app,Symphonic Rain,"Jun 14, 2017",KOGADO STUDIO,Degica,39.99,39.99,0
629680,app,Please Knock on My Door - Soundtrack,"Sep 7, 2017",Levall Games AB,Levall Games AB,4.99,4.99,0
629690,app,Vaporum,"Sep 28, 2017","Fatbot Games, s. r. o.",Fatbot Games s. r. o.,19.99,19.99,0
629710,app,Kalaban - Original Soundtrack,"Jan 4, 2019",Rayhouse Productions,nan,2.99,2.99,0
629720,app,Fuzecat,"May 23, 2017",Khundar,Khundar,3.99,3.99,0
629730,app,Blade and Sorcery,"Dec 11, 2018",WarpFrog,WarpFrog,19.99,19.99,0
629750,app,Rising Storm 2: Vietnam - Digital Deluxe Edition Upgrade,"May 30, 2017","Antimatter Games,Tripwire Interactive",Tripwire Interactive,4.99,4.99,0
629760,app,MORDHAU,"Apr 29, 2019",Triternion,Triternion,29.99,29.99,0
629770,app,Tiny Echo,"Aug 31, 2017",Might and Delight,Might and Delight,7.99,7.99,0
629780,app,WizzBall,"Dec 15, 2017",NRVR Studios, NRVR Studios,9.99,9.99,0
629790,app,EVE Online: 110 PLEX,"May 9, 2017",CCP,CCP,4.99,4.99,0
629791,app,EVE Online: 240 PLEX,"May 9, 2017",CCP,CCP,9.99,9.99,0
629792,app,EVE Online: 500 PLEX,"May 9, 2017",CCP,CCP,19.99,19.99,0
629793,app,EVE Online: 1100 PLEX,"May 9, 2017",CCP,CCP,39.99,39.99,0
629794,app,EVE Online: 2860 PLEX,"May 9, 2017",CCP,CCP,99.99,99.99,0
629795,app,EVE Online: 7430 PLEX,"May 9, 2017",CCP,CCP,249.99,249.99,0
629796,app,EVE Online: 15400 PLEX,"May 9, 2017",CCP,CCP,499.99,499.99,0
629810,app,Galact Quest,"May 10, 2017",rokaplay,rokaplay,8.99,8.99,0
629840,app,Caligo,"Sep 22, 2017",Krealit,Krealit,5.99,5.99,0
629860,app,Spelunker Party!,"Oct 19, 2017","Tozai Games, Inc.,O-TWO inc.",Square Enix,29.99,29.99,0
629880,app,Fantasy Grounds - Vikings (Token Pack),"May 15, 2017","SmiteWorks USA, LLC",nan,4.99,4.99,0
629890,app,Fantasy Grounds - Dungeons & Dragons - Lair Assault: Attack of the Tyrantclaw (5E),"May 15, 2017","SmiteWorks USA, LLC",nan,9.99,9.99,0
629900,app,Fantasy Grounds - Blood Vaults of Sister Alkava (5E),"May 30, 2017","SmiteWorks USA, LLC",nan,3.99,3.99,0
629910,app,Clicker Heroes 2,"Jul 16, 2018",Playsaurus,Playsaurus,29.99,29.99,0
629940,app,STRAFE Official Soundtrack,"May 9, 2017","Pixel Titans,ToyTree",Devolver Digital,6.99,6.99,0
629970,app,Beast Pets,"Feb 15, 2019","Beast, Inc.",Beast Inc.,9.99,9.99,0
630030,app,War Tech Fighters,"Jul 25, 2018",Drakkar Dev,Green Man Gaming Publishing,54.97,32.78,40.37
630050,app,Dead Exit,"Jun 20, 2017",RadiationBurn,RadiationBurn,5.99,5.99,0
630070,app,Tengutana,"Oct 26, 2017",Bartoš Studio,Bartoš Studio,3.99,3.39,15.04
630080,app,EggTime 2,"May 7, 2018",Bartoš Studio,Bartoš Studio,13.97,9.14,34.57
630100,app,SoulWorker - Anime Action MMO,"Feb 26, 2018","Lion Games Co., Ltd.",Gameforge 4D GmbH,0,0,0
630160,app,Super Rocket Shootout,"Jul 14, 2017",Oddly Shaped Pixels,Digital Tribe,9.99,9.99,0
630170,app,Murder In Tehran's Alleys 1933,"Jun 8, 2017",RSK Entertainment,Strategy First,9.99,9.99,0
630270,app,Fantasy Grounds - Into the Wintery Gale: Raider’s Haul (PFRPG),"May 25, 2017","SmiteWorks USA, LLC",nan,9.99,9.99,0
630280,app,StageX,"Jun 13, 2017",UnitedRealityLab,UnitedRealityLab,1.99,1.99,0
630290,app,TumbleSeed - Original Soundtrack,"May 2, 2017","Benedict Fritz,Greg Wohlwend,Joel Corelitz,David Laskey,Jenna Blazevich",nan,6.99,6.99,0
630300,app,Extra Life Backpack,"Apr 26, 2017","Strength in Numbers Studios, Inc",Strength in Numbers Studios Inc,4.99,4.99,0
630330,app,Fantasy Grounds - Winter’s Roar: Vikmordere Bestiary (PFRPG),"May 25, 2017","SmiteWorks USA, LLC",nan,9.99,9.99,0
630340,app,Lily of the Valley - Original Soundtrack,"May 5, 2017",ebi-hime,ebi-hime,0.99,0.99,0
630350,app,Naruto Spin-Off: Rock Lee & His Ninja Pals,"Apr 17, 2012",Studio Pierrot,nan,0,0,0
630360,app,Megacity Builder,"Jul 19, 2017",Andrew Rowe,Andrew Rowe,14.99,14.99,0
630390,app,Safari Venture,"May 12, 2017",rokaplay,rokaplay,8.99,8.99,0
630400,app,Explottens,"Aug 14, 2019",weRplay,weRplay,4.99,4.99,0
630420,app,Forgotton Anne Collectors Upgrade,"May 15, 2018",ThroughLine Games,Square Enix,27.88,27.88,0
630430,app,IL-2 Sturmovik: Blazing Steppe,"Jul 13, 2018","1C Game Studios,777 Studios",1C Game Studios,9.99,9.99,0
630440,app,Movie Studio Tycoon,Coming Soon,All in a Days Play,All in a Days Play,0,0,0
630460,app,Fist's Elimination Tower,"Aug 28, 2017",Impostor Cat Games,Impostor Cat Games,4.99,4.99,0
630480,app,Tower!2011:SE - Chicago [KORD] Airport,"May 3, 2017",FeelThere,FeelThere,9.99,9.99,0
630500,app,SPACEPLAN Soundtrack,"May 3, 2017","Jake Hollands,Logan Gabriel",nan,2.99,2.99,0
630530,app,Pixvana 360 Production Series,"May 8, 2017",Pixvana Productions,nan,0,0,0
630550,app,Faulty Apprentice - Fantasy visual novel,2019,dinmoney,AGL studios,0,0,0
630590,app,Vidar - Digital Soundtrack,"Jun 14, 2017",Razbury Games,Razbury Games,4.99,4.99,0
630610,app,Disneyland Adventures,"Sep 14, 2018","Frontier Developments,Asobo Studio",Xbox Game Studios,19.99,19.99,0
630630,app,Apex,"Oct 19, 2017","Arjan van Meerten,House of Secrets",Wevr Inc,2.99,2.99,0
630640,app,SEQUENCE STORM,"Dec 21, 2018","SPECIAL MAGIC GAMES, LLC",SPECIAL MAGIC GAMES LLC,14.99,14.99,0
630650,app,The Reckoning Day,SOON,Gunsquad,AEY Inc. ,0,0,0
630663,app,Rivals of Aether: Arcade Maypul,"Oct 16, 2018",Dan Fornace,nan,2.99,2.99,0
630690,app,Interplay Solitaire,"May 15, 2017",Digital Theory Ltd.,Interplay Entertainment Corp.,19.99,19.99,0
630720,app,Mana Spark,"Sep 27, 2018","BEHEMUTT,Kishimoto Studios",BEHEMUTT,9.99,9.99,0
630780,app,Peak Angle: Europe Country Road Track,"May 1, 2017",Peak Angle Team,Peak Angle Team,0,0,0
630830,app,The Legacy: Forgotten Gates,"Aug 4, 2017",FIVE-BN GAMES,FIVE-BN GAMES,6.99,3.14,55.08
630850,app,Notruf 112 - KEF - Das Kleineinsatzfahrzeug,"Jun 1, 2017",Crenetic GmbH Studios,Aerosoft GmbH,12.99,12.99,0
630870,app,Chuusotsu! 1st Graduation: Time After Time,"Apr 24, 2018",Studio Beast,Fruitbat Factory,0,0,0
630890,app,Deluxe Content - Cossacks 3: Path to Grandeur,"May 16, 2017",GSC Game World,nan,4.99,4.99,0
630900,app,Illwinter's Floorplan Generator,"May 4, 2018",Illwinter Game Design,Illwinter Game Design,6.99,6.99,0
630920,app,Shio - Original Soundtrack,"May 5, 2017","Coconut Island Studio,Elecrystal Music",Coconut Island Games,5.99,5.99,0
630940,app,theHunter™: Call of the Wild - ATV SABER 4X4,"Jun 15, 2017",Expansive Worlds,nan,3.99,3.99,0
630980,app,LEGO® Batman 'The Batmersive Experience',"May 10, 2017",Warner Bros.,nan,0,0,0
631010,app,Crimson Earth 2,"Nov 9, 2017",EHTechnology,EHTechnologyDagestan Technology,0.99,0.99,0
631110,app,Fantasy Grounds - Forged Kin (Token Pack),"May 15, 2017","SmiteWorks USA, LLC",nan,4.99,4.99,0
631120,app,RAYBEEM - Live in Your Music,"Oct 1, 2017",Sokay,Sokay,14.99,14.99,0
631130,app,Strata Design 3D SE,"May 16, 2017","Strata Mixed Reality, Inc.",Strata Mixed Reality Inc.,0,0,0
631260,app,PuppetShow™: Souls of the Innocent Collector's Edition,"May 17, 2017",ERS G Studios,Big Fish Games,9.99,9.99,0
631310,app,Warpaint - Original Soundtrack [OST],"Apr 28, 2017",Adam Thompson,nan,4.99,4.99,0
631320,app,Zup! Zero - DLC,"May 1, 2017",Quiet River,Quiet River,0,0,0
631331,app,Creature Clicker - Supporter Pack,"Apr 28, 2017",ColloseusX,Phat Phrog Studios,1.99,1.99,0
631490,app,Son of Scoregasm,"Nov 29, 2017",R C Knight,Charlie's Games,4.99,4.99,0
631500,app,RPG Maker MV - 8-bit Perfect Collection,"May 18, 2017",bitter sweet entertainment,Degica,24.99,24.99,0
631510,app,Devil May Cry HD Collection,"Mar 13, 2018","CAPCOM Co., Ltd.",CAPCOM Co. Ltd.,29.99,29.99,0
631540,app,Community Inc,"Aug 3, 2017",T4 Interactive,tinyBuild,14.99,14.99,0
631550,app,System Voice - BAIKEN,"May 31, 2017",Arc System Works,Arc System Works,2.99,2.99,0
631551,app,System Voice - ANSWER,"May 31, 2017",Arc System Works,Arc System Works,2.99,2.99,0
631552,app,Additional Character Color - BAIKEN,"May 31, 2017",Arc System Works,Arc System Works,0.99,0.99,0
631553,app,Additional Character Color - ANSWER,"May 31, 2017",Arc System Works,Arc System Works,0.99,0.99,0
631554,app,Additional Character Color - Eclipse (for Answer&Baiken),"May 31, 2017",Arc System Works,Arc System Works,0.99,0.99,0
631560,app,GUILTY GEAR Xrd REV 2 Upgrade,"May 31, 2017",Arc System Works,Arc System Works,18.99,18.99,0
631570,app,Whispers of a Machine,"Apr 17, 2019","Clifftop Games,Faravid Interactive",Raw Fury,14.99,14.99,0
631580,app,World to the West - Soundtrack,"May 5, 2017",Rain Games,Rain Games,1.99,1.99,0
631610,app,ICARUS.1 - PROTOTYPE EDITION,"May 10, 2017",electrolyte,nan,0,0,0
631670,app,"Booper, Get Home!",Coming Soon,Fletcher Studios,Fletcher Studios,0,0,0
631780,app,Amnesia Fortnight,"May 26, 2017","2 Player Productions,Double Fine Productions",nan,9.99,9.99,0
631830,app,Sarcophag,"Apr 5, 2018",Crew Lab,Crew Lab,13.86,11.51,16.96
631860,app,Gataela,2019,Atemly Games,Atemly Games,0,0,0
631900,app,Airtone,"Jun 8, 2017",historia Inc,AMG GAMES,29.99,29.99,0
631940,app,Goodnight [Visual novel],Coming soon,UbiK,UbikVN,0,0,0
631950,app,Caelum: Into the Sky,"Jun 8, 2017",Digital Realms Ltd,Digital Realms Ltd,4.99,4.99,0
631960,app,WindSoul,2018,INT-Works,INT-Works,0,0,0
631970,app,Journey of Johann - Soundtrack,"May 18, 2017",Apapappa Games,nan,1.99,1.99,0
631980,app,Immortal Planet,"Jul 27, 2017",teedoubleuGAMES,teedoubleuGAMES,14.99,14.99,0
631990,app,"Remember, Remember","May 11, 2017","Michaela Laws,Ethan Nakashima",Michaela Laws,9.99,9.99,0
632000,app,CrossCells,"May 26, 2017",Matthew Brown,Matthew Brown,2.99,2.99,0
632020,app,Necromancer Returns,"Feb 1, 2018",Greenolor Studio,Greenolor Studio,9.99,9.99,0
632050,app,The Village,"Oct 12, 2017",Softwaves,Softwaves Dist.,4.99,2.49,50.1
632070,app,The Fidelio Incident,"May 23, 2017","Act 3 Games, LLC",Act 3 Games LLC,9.99,9.99,0
632100,app,The Last Sigil,"Mar 28, 2019",Redden,Redden,12.99,12.99,0
632110,app,Crimson Keep,"Nov 29, 2018","Ian Atherton,Ben Rog-Wilhelm",Merge Games,14.99,14.99,0
632170,app,Spartan Fist,"May 15, 2018",Glass Bottom Games,Glass Bottom Games,14.99,14.99,0
632200,app,Kuro survival,"Jun 21, 2017",Phuong Nguyen,nlfastudio,0.99,0.98,1.01
632250,app,DERU - The Art of Cooperation,"Nov 7, 2018",Ink Kit,Ink Kit,14.99,14.99,0
632280,app,Under the Canopy,"May 10, 2017","Jaunt, Inc",nan,0,0,0
632290,app,The Grand Ball,"May 10, 2017",Last Lotus,Last Lotus,4.99,4.99,0
632300,app,Hobo: Tough Life,"Jul 25, 2017",Perun Creative,Perun Creative,18.99,18.99,0
632310,app,Tower!2011:SE - Frankfurt [EDDF] Airport DLC,"May 3, 2017",FeelThere,FeelThere,9.99,9.99,0
632360,app,Risk of Rain 2,"Mar 28, 2019",Hopoo Games,Gearbox Publishing,19.99,19.99,0
632380,app,Bionic Attack,"May 19, 2017",The Selenite Forge,The Selenite Forge,14.99,14.99,0
632510,app,Blockle,"May 8, 2017",David Schneider,David Schneider,4.99,4.99,0
632520,app,WiseMind,"Jun 13, 2017",REALITEER Corp.,REALITEER Corp.,19.99,19.99,0
632620,app,Tombé Drums VR,"Sep 19, 2017",Chroma Coda,Chroma Coda,19.99,19.99,0
